resource_type,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision,cloud_run_revision
2024-01-21 14:46:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:47:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:48:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:49:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:50:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:51:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:52:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:53:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:54:20.800,,,,,,,,,,,0.0,,,,,
2024-01-21 14:55:20.800,,,,,,,,,,,0.0,,,,0.0,
2024-01-21 14:56:20.800,,,,,,,,,,,0.0,,,,1.0,
2024-01-21 14:57:20.800,,,,,,,,,,,0.0,,,,0.0,
2024-01-21 14:58:20.800,,,,,,,,,,,0.0,,,,0.0,
2024-01-21 14:59:20.800,,,,,,,,,,,0.0,,,,0.0,
2024-01-21 15:00:20.800,,,,,,,,,,,0.0,,,,0.0,
2024-01-21 15:01:20.800,,,,,,,,,,,0.0,,,,1.0,
2024-01-21 15:02:20.800,,,,,,,,,,,0.0,,,,0.0,
2024-01-21 15:03:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:04:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:05:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:06:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:07:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:08:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:09:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:10:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:11:20.800,,,,,,,,,,,,,,,0.0,
2024-01-21 15:12:20.800,,,,,,,,,,,,,,,0.0,2.0
2024-01-21 15:13:20.800,,,,,,,,,,,,,,,1.0,0.0
2024-01-21 15:14:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:15:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:16:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:17:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:18:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:19:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:20:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:21:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:22:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:23:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:24:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:25:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 15:26:20.800,,,,,,,,,,,,,,,0.0,0.0
2024-01-21 18:52:20.800,,,,,,,1.0,,,,,,,,,
2024-01-21 18:53:20.800,,,,,,,0.0,,,,,,,,,
2024-01-21 18:54:20.800,,,,,,,0.0,,,,,,,,,
2024-01-21 18:55:20.800,,,,,,,0.0,,,,,,,,,
2024-01-21 18:56:20.800,,,,,,,0.0,,,,,,,,,
2024-01-21 18:57:20.800,,,,,,,0.0,,,,,,,,,
2024-01-21 19:11:20.800,,,0.0,,,,,,,,,,,,,
2024-01-21 19:12:20.800,,,3.0,3.0,,,,,,,,,,,,
2024-01-21 19:13:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:14:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:15:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:16:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:17:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:18:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:19:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:20:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:21:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-21 19:22:20.800,,,0.0,0.0,,,,,,,,,,,,
2024-01-22 02:14:20.800,,,,,3.0,1.0,,,,,,,,,,
2024-01-22 02:15:20.800,,,,,2.0,0.0,,,,,,,,,,
2024-01-22 02:16:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:17:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:18:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:19:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:20:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:21:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:22:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:23:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:24:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:25:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:26:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:27:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:28:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:29:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:30:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:31:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:32:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:33:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:34:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:35:20.800,,,,,1.0,0.0,,,,,,,,,,
2024-01-22 02:36:20.800,,,,,14.0,,,,,,,,,,,
2024-01-22 02:37:20.800,,,,,0.0,,,,,,,,,,,
2024-01-22 02:38:20.800,,,,,1.0,1.0,,,,,,,,,,
2024-01-22 02:39:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:40:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:41:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:42:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:43:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:44:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:45:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:46:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:47:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:48:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:49:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:50:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:51:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:52:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:53:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:54:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:55:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:56:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:57:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 02:58:20.800,,,,,0.0,0.0,,,,,,,,,,
2024-01-22 05:52:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 05:53:20.800,,,,,,,,,,,,,1.0,,,
2024-01-22 05:54:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 05:55:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 05:56:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 05:57:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 05:58:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 05:59:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:00:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:01:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:02:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:03:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:04:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:05:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:06:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:07:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:08:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:09:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:10:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:11:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:12:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 06:13:20.800,,,,,,,,,,,,,0.0,,,
2024-01-22 08:29:20.800,,,,,,,,,1.0,,,,,1.0,,
2024-01-22 08:30:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:31:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:32:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:33:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:34:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:35:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:36:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:37:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:38:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:39:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:40:20.800,,,,,,,,,0.0,,,,,0.0,,
2024-01-22 08:41:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:42:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:43:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:44:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:45:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:46:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:47:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:48:20.800,,,,,,,,,,,,,,0.0,,
2024-01-22 08:49:20.800,,,,,,,,,,,,,,0.0,,
2024-01-23 08:24:20.800,0.0,,,,,,,,,,,,,,,
2024-01-23 08:25:20.800,1.0,,,,,,,,,,,1.0,,,,
2024-01-23 08:26:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:27:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:28:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:29:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:30:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:31:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:32:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:33:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:34:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:35:20.800,0.0,,,,,,,,,,,0.0,,,,
2024-01-23 08:36:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:37:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:38:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:39:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:40:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:41:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:42:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:43:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:44:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 08:45:20.800,,,,,,,,,,,,0.0,,,,
2024-01-23 10:31:20.800,,,,,,,,1.0,,,,,,,,
2024-01-23 10:32:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:33:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:34:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:35:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:36:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:37:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:38:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:39:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:40:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:41:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:42:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:43:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:44:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:45:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:46:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:47:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:48:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:49:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:50:20.800,,,,,,,,0.0,,,,,,,,
2024-01-23 10:51:20.800,,,,,,,,0.0,,,,,,,,
